subject ID,"gender [0:M, 1:F]","glasses [0:no, 1:yes]","eye state [0:closed, 1:open]","reflections [0:none, 1:small, 2:big]","lighting conditions [0:bad, 1:good]","sensor ID [01:RealSense, 02:IDS, 03:Aptina]"
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,0,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,1,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,1,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,1,1,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,1,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,1,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,1,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,1,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,0,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,2,1,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,1,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
s0001,0,1,1,2,0,1
s0001,0,1,1,0,0,1
